Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
GLC,2020,Global,Blue,Petrol,119931,234,1,Yes
GLE,2023,Global,White,Diesel,108051,256,1,Yes
GLB,2021,Global,Black,Petrol,85335,190,1,Yes
GLE,2020,Global,Yellow,Petrol,121331,348,1,Yes
E-Class,2022,Global,White,Petrol,39072,462,1,Yes
GLC,2020,Global,Red,Petrol,126374,453,1,Yes
A-Class,2020,Global,White,Petrol,39652,416,1,Yes
GLE,2025,Global,Brown,Electric,78054,388,1,Yes
GLS,2024,Global,Black,Hybrid,380905,483,1,Yes
C-Class,2020,Global,Silver,Petrol,68535,236,1,Yes
E-Class,2023,Global,Grey,Petrol,82457,530,1,Yes
GLS,2020,Global,Brown,Petrol,221502,589,1,Yes
GLA,2021,Global,White,Petrol,79914,356,1,Yes
C-Class,2025,Global,Black,Electric,61317,222,1,No
C-Class,2025,Global,Black,Electric,93862,412,1,Yes
AMG A 45,2025,Global,White,Hybrid,297169,392,1,No
GLE,2025,Global,Grey,Hybrid,121853,528,1,Yes
GLC,2025,Global,Grey,Petrol,85196,350,1,Yes
GLE,2021,Global,Silver,Petrol,102767,438,1,Yes
GLC,2025,Global,Black,Petrol,90128,458,1,Yes
GLA,2025,Global,Yellow,Hybrid,82442,221,1,Yes
G-Class,2024,Global,Blue,Petrol,277639,549,1,Yes
GLA,2025,Global,Black,Petrol,52437,283,1,Yes
GLB,2023,Global,Black,Petrol,54246,408,1,Yes
C-Class,2020,Global,White,Diesel,36843,262,1,Yes
A-Class,2024,Global,Silver,Petrol,52250,353,1,Yes
E-Class,2022,Global,Silver,Diesel,69407,452,1,Yes
C-Class,2023,Global,Black,Hybrid,41479,231,1,Yes
A-Class,2023,Global,White,Petrol,91065,362,1,No
A-Class,2023,Global,White,Hybrid,73583,256,1,Yes
E-Class,2024,Global,Brown,Hybrid,40939,211,1,Yes
C-Class,2023,Global,White,Petrol,89823,308,1,Yes
A-Class,2025,Global,Black,Petrol,60450,343,1,Yes
GLB,2021,Global,Red,Petrol,87349,339,1,Yes
GLC,2020,Global,Black,Petrol,75234,343,1,Yes
CLA,2020,Global,Black,Petrol,54084,399,1,Yes
CLA,2020,Global,Black,Petrol,77243,388,1,Yes
GLC,2024,Global,Silver,Diesel,127548,269,1,Yes
CLA,2023,Global,Black,Petrol,90677,387,1,Yes
C-Class,2024,Global,Blue,Petrol,69807,245,1,Yes
GLA,2020,Global,White,Petrol,55934,316,1,Yes
GLE,2022,Global,White,Diesel,98489,466,1,Yes
GLE,2025,Global,Silver,Electric,155864,517,1,Yes
C-Class,2021,Global,Red,Diesel,83364,371,1,Yes
GLC,2024,Global,Silver,Hybrid,78283,257,1,No
GLE,2020,Global,Red,Petrol,74129,571,1,Yes
A-Class,2023,Global,Grey,Petrol,62465,209,1,Yes
GLA,2023,Global,White,Petrol,86315,235,1,No
CLA,2020,Global,Grey,Petrol,71315,225,1,Yes
GLC,2020,Global,White,Diesel,116715,240,1,Yes
GLC,2021,Global,Black,Diesel,82602,294,1,Yes
A-Class,2024,Global,Silver,Petrol,71678,323,1,No
GLC,2025,Global,Red,Petrol,72069,284,1,Yes
GLC,2023,Global,Black,Petrol,161571,453,1,Yes
C-Class,2023,Global,Black,Electric,75952,445,1,Yes
C-Class,2021,Global,White,Petrol,88989,297,1,No
A-Class,2025,Global,Silver,Electric,84992,395,1,Yes
GLA,2022,Global,Silver,Diesel,65578,207,1,Yes
CLA,2025,Global,Black,Petrol,50180,380,1,Yes
A-Class,2022,Global,Black,Diesel,57934,162,1,Yes
A-Class,2023,Global,Brown,Petrol,84723,231,1,Yes
GLS,2023,Global,Black,Petrol,343171,356,1,Yes
AMG A 45,2025,Global,White,Diesel,334949,396,1,Yes
C-Class,2024,Global,Silver,Hybrid,97809,390,1,Yes
GLS,2023,Global,Black,Hybrid,256211,467,1,Yes
A-Class,2024,Global,Silver,Petrol,92563,415,1,Yes
AMG A 45,2025,Global,Grey,Electric,331426,390,1,Yes
E-Class,2022,Global,Green,Petrol,81864,523,1,Yes
GLE,2024,Global,Blue,Hybrid,79328,288,1,Yes
GLE,2025,Global,White,Hybrid,85854,337,1,Yes
C-Class,2025,Global,White,Hybrid,88476,341,1,Yes
C-Class,2025,Global,Blue,Diesel,86478,227,1,Yes
GLS,2024,Global,Red,Hybrid,179019,348,1,Yes
A-Class,2022,Global,Silver,Diesel,49932,290,1,Yes
GLE,2022,Global,Blue,Diesel,122419,514,1,Yes
GLA,2023,Global,Silver,Hybrid,64599,281,1,Yes
GLB,2024,Global,Grey,Electric,69435,194,1,Yes
A-Class,2024,Global,Black,Electric,101680,337,1,Yes
GLB,2025,Global,White,Petrol,87955,376,1,Yes
GLS,2023,Global,Black,Diesel,366405,332,1,Yes
GLC,2024,Global,Black,Hybrid,113113,385,1,Yes
GLB,2024,Global,Black,Petrol,86557,372,1,Yes
A-Class,2021,Global,White,Petrol,88667,255,1,Yes
GLC,2022,Global,Green,Diesel,146215,384,1,Yes
A-Class,2025,Global,Black,Petrol,60984,368,1,Yes
S-Class,2024,Global,Silver,Hybrid,221975,526,1,Yes
A-Class,2020,Global,White,Petrol,53715,390,1,No
GLA,2020,Global,Grey,Diesel,47738,278,1,Yes
E-Class,2024,Global,Black,Petrol,88647,250,1,Yes
GLA,2021,Global,Black,Petrol,63374,353,1,No
GLC,2021,Global,White,Petrol,109927,497,1,Yes
GLB,2021,Global,White,Petrol,54809,341,1,Yes
GLA,2023,Global,Brown,Diesel,59138,318,1,Yes
S-Class,2025,Global,White,Hybrid,241740,659,1,No
A-Class,2023,Global,Silver,Electric,81749,252,1,No
CLS,2022,Global,Silver,Petrol,49093,361,1,Yes
C-Class,2025,Global,Blue,Hybrid,42882,206,1,Yes
GLC,2024,Global,Black,Petrol,70509,343,1,Yes
C-Class,2020,Global,Yellow,Petrol,43422,486,1,Yes
GLC,2020,Global,White,Petrol,79141,459,1,Yes
GLE,2024,Global,Orange,Hybrid,85716,317,1,Yes
AMG C 63,2023,Global,Black,Diesel,295963,480,1,Yes
GLA,2024,Global,Black,Diesel,62053,361,1,Yes
A-Class,2022,Global,Grey,Petrol,42609,181,1,Yes
E-Class,2023,Global,Black,Petrol,80663,588,1,Yes
GLA,2024,Global,Silver,Hybrid,65731,217,1,Yes
S-Class,2023,Global,Black,Diesel,292752,387,1,No
G-Class,2023,Global,White,Petrol,186163,461,1,Yes
GLB,2025,Global,Red,Hybrid,92523,328,1,No
GLE,2022,Global,Black,Electric,97214,430,1,Yes
AMG GT,2021,Global,White,Petrol,205595,785,1,Yes
C-Class,2020,Global,Silver,Diesel,49883,425,1,Yes
GLA,2025,Global,Black,Hybrid,76123,202,1,Yes
GLA,2024,Global,Black,Petrol,80114,251,1,Yes
A-Class,2023,Global,Silver,Petrol,56175,361,1,Yes
GLE,2025,Global,Red,Electric,76460,569,1,Yes
GLB,2023,Global,Black,Petrol,88815,187,1,Yes
A-Class,2025,Global,Silver,Electric,104913,379,1,Yes
GLE,2024,Global,Black,Electric,160362,410,1,Yes
E-Class,2021,Global,Grey,Petrol,68847,467,1,Yes
GLE,2020,Global,Black,Diesel,106420,423,1,Yes
GLA,2023,Global,Silver,Hybrid,65188,404,1,Yes
GLE,2020,Global,White,Diesel,130891,461,1,Yes
GLS,2025,Global,White,Hybrid,152584,567,1,No
GLA,2023,Global,Red,Petrol,94160,251,1,Yes
C-Class,2025,Global,Red,Petrol,66306,319,1,Yes
GLC,2021,Global,Red,Diesel,139548,375,1,Yes
GLC,2025,Global,Blue,Petrol,116571,315,1,Yes
GLA,2025,Global,Black,Petrol,96912,358,1,Yes
GLA,2020,Global,Black,Petrol,80479,215,1,Yes
A-Class,2025,Global,Black,Electric,87781,368,1,Yes
C-Class,2020,Global,Grey,Petrol,36652,419,1,Yes
E-Class,2020,Global,Black,Petrol,53126,294,1,Yes
GLA,2025,Global,Grey,Petrol,62347,166,1,Yes
CLA,2024,Global,Silver,Electric,73478,353,1,Yes
CLA,2024,Global,White,Electric,100628,390,1,Yes
GLB,2022,Global,Blue,Petrol,84248,323,1,Yes
CLA,2022,Global,Black,Petrol,74372,398,1,Yes
GLE,2020,Global,White,Diesel,64669,484,1,No
S-Class,2022,Global,Blue,Petrol,327722,638,1,No
AMG E 63,2023,Global,White,Hybrid,323714,572,1,Yes
GLB,2022,Global,Grey,Petrol,59671,303,1,Yes
C-Class,2025,Global,Blue,Hybrid,41274,431,1,No
A-Class,2020,Global,Blue,Petrol,44190,267,1,Yes
A-Class,2022,Global,Black,Electric,68781,250,1,Yes
GLA,2023,Global,White,Electric,41324,237,1,Yes
A-Class,2022,Global,Black,Petrol,78478,264,1,Yes
GLC,2021,Global,Grey,Petrol,104848,259,1,Yes
GLB,2021,Global,Black,Diesel,37169,320,1,No
GLB,2022,Global,Black,Hybrid,71742,413,1,Yes
CLS,2020,Global,Brown,Diesel,76684,433,1,Yes
C-Class,2021,Global,White,Diesel,36516,495,1,Yes
E-Class,2020,Global,White,Petrol,37423,252,1,Yes
C-Class,2021,Global,Silver,Petrol,76401,256,1,Yes
GLB,2024,Global,Yellow,Petrol,66712,405,1,Yes
C-Class,2021,Global,Silver,Petrol,47480,272,1,Yes
GLA,2024,Global,Black,Diesel,102555,337,1,No
GLA,2023,Global,Green,Diesel,79140,281,1,Yes
GLC,2020,Global,Grey,Petrol,79536,506,1,Yes
C-Class,2022,Global,White,Diesel,71114,307,1,Yes
A-Class,2020,Global,Black,Diesel,37773,277,1,No
CLA,2023,Global,White,Diesel,48695,307,1,Yes
E-Class,2025,Global,Blue,Electric,104015,227,1,No
C-Class,2024,Global,Black,Petrol,45115,335,1,Yes
E-Class,2023,Global,Grey,Petrol,54022,316,1,Yes
C-Class,2022,Global,Black,Diesel,41746,229,1,Yes
CLA,2025,Global,Blue,Petrol,66724,253,1,Yes
E-Class,2023,Global,Silver,Electric,51814,543,1,Yes
E-Class,2021,Global,Black,Hybrid,56575,354,1,Yes
A-Class,2025,Global,Silver,Diesel,61320,280,1,Yes
A-Class,2020,Global,Black,Petrol,42889,415,1,Yes
A-Class,2023,Global,Silver,Hybrid,86793,242,1,Yes
A-Class,2020,Global,Grey,Petrol,69352,382,1,Yes
GLC,2023,Global,Grey,Electric,152901,263,1,Yes
GLC,2022,Global,Black,Electric,69101,451,1,Yes
GLA,2024,Global,Black,Diesel,84920,416,1,No
GLC,2023,Global,White,Petrol,114440,397,1,Yes
GLC,2020,Global,Black,Petrol,82463,321,1,Yes
C-Class,2021,Global,Black,Petrol,43887,457,1,Yes
GLS,2022,Global,White,Petrol,196252,400,1,Yes
CLS,2021,Global,Black,Diesel,45713,321,1,Yes
A-Class,2024,Global,Red,Electric,98674,154,1,Yes
GLA,2022,Global,Black,Hybrid,70013,329,1,No
E-Class,2020,Global,Blue,Petrol,82596,513,1,No
GLB,2023,Global,Black,Petrol,86754,262,1,Yes
GLA,2024,Global,Black,Hybrid,43822,297,1,Yes
G-Class,2022,Global,Black,Diesel,160592,573,1,Yes
A-Class,2020,Global,Red,Petrol,50639,195,1,Yes
G-Class,2025,Global,Silver,Hybrid,338868,501,1,Yes
GLB,2024,Global,White,Hybrid,79764,186,1,Yes
C-Class,2025,Global,White,Electric,85195,397,1,Yes
GLS,2025,Global,Black,Electric,230460,448,1,Yes
GLC,2021,Global,White,Diesel,129441,241,1,Yes
C-Class,2022,Global,White,Petrol,57541,308,1,Yes
AMG A 45,2024,Global,White,Diesel,276846,410,1,Yes
GLE,2024,Global,Grey,Diesel,130270,331,1,Yes
A-Class,2023,Global,Red,Petrol,93459,215,1,Yes
C-Class,2020,Global,Grey,Diesel,67517,284,1,Yes
AMG S 63,2021,Global,Black,Petrol,265291,811,1,Yes
GLC,2022,Global,Silver,Hybrid,106001,485,1,Yes
GLC,2024,Global,Silver,Hybrid,103890,219,1,Yes
AMG C 63,2024,Global,Silver,Hybrid,153121,481,1,Yes
GLC,2020,Global,Yellow,Diesel,83217,357,1,Yes
C-Class,2021,Global,Black,Diesel,68188,436,1,Yes
E-Class,2020,Global,Black,Petrol,66300,366,1,Yes
GLC,2021,Global,Silver,Petrol,108808,274,1,Yes
GLC,2022,Global,Grey,Petrol,157724,473,1,No
C-Class,2020,Global,Black,Hybrid,52324,376,1,Yes
GLE,2023,Global,Black,Hybrid,136723,396,1,Yes
GLE,2020,Global,Grey,Petrol,101966,357,1,Yes
C-Class,2023,Global,Black,Hybrid,70298,429,1,Yes
A-Class,2023,Global,Green,Petrol,84509,302,1,Yes
E-Class,2022,Global,Red,Diesel,77543,304,1,Yes
GLA,2023,Global,Red,Petrol,60165,220,1,Yes
E-Class,2025,Global,White,Hybrid,104297,544,1,Yes
C-Class,2025,Global,Black,Hybrid,60630,370,1,Yes
G-Class,2022,Global,Grey,Diesel,243641,494,1,Yes
C-Class,2025,Global,Green,Diesel,70986,367,1,Yes
GLE,2024,Global,White,Petrol,116797,369,1,No
A-Class,2024,Global,White,Hybrid,59135,158,1,Yes
A-Class,2020,Global,White,Petrol,40427,293,1,Yes
S-Class,2024,Global,Black,Hybrid,256454,306,1,Yes
GLC,2024,Global,Silver,Diesel,106495,398,1,Yes
C-Class,2023,Global,White,Hybrid,49334,485,1,Yes
GLC,2021,Global,White,Petrol,75405,402,1,Yes
AMG C 63,2020,Global,White,Petrol,184007,493,1,Yes
GLB,2021,Global,Black,Petrol,42062,191,1,Yes
G-Class,2023,Global,Blue,Diesel,369431,470,1,Yes
G-Class,2024,Global,Red,Hybrid,172592,488,1,Yes
GLA,2024,Global,Black,Electric,55634,368,1,Yes
GLC,2022,Global,Silver,Diesel,138693,368,1,Yes
E-Class,2022,Global,Black,Petrol,77411,216,1,Yes
GLS,2023,Global,Silver,Petrol,340357,593,1,Yes
GLS,2025,Global,Silver,Petrol,153088,469,1,Yes
S-Class,2023,Global,White,Hybrid,208236,633,1,Yes
GLE,2021,Global,White,Petrol,91826,277,1,No
C-Class,2024,Global,Black,Diesel,77709,339,1,Yes
C-Class,2020,Global,White,Hybrid,86351,204,1,Yes
GLB,2021,Global,Blue,Diesel,61325,280,1,Yes
S-Class,2022,Global,White,Diesel,162524,593,1,Yes
GLE,2023,Global,Green,Diesel,69952,328,1,Yes
GLS,2023,Global,Grey,Hybrid,185927,522,1,Yes
C-Class,2023,Global,Black,Petrol,79493,383,1,Yes
GLC,2022,Global,Silver,Petrol,96836,504,1,Yes
GLC,2025,Global,Silver,Petrol,87868,325,1,Yes
GLC,2021,Global,Black,Petrol,122741,221,1,Yes
S-Class,2021,Global,Red,Electric,151173,699,1,Yes
C-Class,2025,Global,Black,Petrol,105469,462,1,Yes
C-Class,2024,Global,Black,Petrol,46144,243,1,Yes
A-Class,2024,Global,Black,Petrol,86145,419,1,Yes
CLS,2025,Global,Black,Petrol,94188,439,1,Yes
GLB,2023,Global,Black,Petrol,39438,403,1,Yes
C-Class,2023,Global,Yellow,Petrol,49474,433,1,Yes
GLE,2021,Global,Grey,Petrol,118621,330,1,Yes
E-Class,2025,Global,White,Hybrid,90560,202,1,Yes
GLA,2020,Global,White,Diesel,52411,253,1,Yes
GLS,2025,Global,Red,Hybrid,286145,605,1,Yes
GLE,2024,Global,Red,Hybrid,134044,259,1,Yes
A-Class,2020,Global,Black,Petrol,88233,363,1,Yes
GLC,2022,Global,White,Electric,129988,209,1,No
GLC,2021,Global,Green,Diesel,77361,312,1,No
C-Class,2021,Global,Black,Petrol,80102,503,1,Yes
GLA,2023,Global,Green,Petrol,54341,182,1,Yes
GLA,2022,Global,Black,Petrol,86602,268,1,Yes
C-Class,2021,Global,Red,Diesel,53360,214,1,Yes
GLE,2021,Global,White,Petrol,134435,370,1,Yes
GLC,2025,Global,Red,Hybrid,90584,278,1,No
C-Class,2021,Global,White,Petrol,39457,220,1,Yes
GLC,2024,Global,Red,Petrol,99756,263,1,Yes
CLA,2024,Global,Brown,Hybrid,99877,223,1,Yes
GLC,2025,Global,Black,Electric,114017,416,1,Yes
GLC,2025,Global,White,Hybrid,164989,475,1,Yes
GLE,2020,Global,White,Petrol,96202,278,1,Yes
C-Class,2024,Global,Red,Hybrid,61703,465,1,Yes
G-Class,2021,Global,Silver,Petrol,264067,568,1,Yes
C-Class,2023,Global,Silver,Hybrid,54119,207,1,Yes
GLE,2022,Global,White,Hybrid,149228,256,1,Yes
GLE,2024,Global,White,Electric,105818,309,1,Yes
GLB,2023,Global,Black,Hybrid,67264,214,1,Yes
GLE,2025,Global,Silver,Hybrid,136811,588,1,Yes
GLC,2024,Global,Red,Petrol,108129,389,1,Yes
GLE,2021,Global,Grey,Petrol,125500,514,1,Yes
E-Class,2022,Global,Grey,Electric,86882,492,1,No
CLS,2024,Global,Brown,Electric,77545,339,1,Yes
A-Class,2021,Global,Black,Diesel,89015,203,1,Yes
GLB,2022,Global,White,Petrol,92596,287,1,Yes
C-Class,2023,Global,Red,Petrol,65922,331,1,Yes
GLC,2020,Global,Grey,Diesel,88626,337,1,Yes
AMG A 45,2025,Global,Silver,Electric,166469,417,1,Yes
GLA,2023,Global,Grey,Petrol,39550,351,1,Yes
GLE,2022,Global,White,Diesel,118171,345,1,Yes
CLA,2025,Global,White,Petrol,77060,231,1,Yes
C-Class,2021,Global,White,Diesel,37181,388,1,Yes
GLA,2024,Global,Red,Petrol,40935,191,1,Yes
GLA,2024,Global,Orange,Petrol,88905,179,1,Yes
E-Class,2023,Global,White,Electric,86698,576,1,Yes
C-Class,2022,Global,Black,Hybrid,49604,376,1,Yes
C-Class,2022,Global,Blue,Diesel,37985,352,1,No
A-Class,2024,Global,Red,Hybrid,51547,300,1,Yes
GLA,2025,Global,White,Electric,63205,304,1,Yes
GLB,2024,Global,Black,Petrol,62125,330,1,Yes
G-Class,2025,Global,Green,Electric,244827,582,1,Yes
E-Class,2023,Global,White,Petrol,85112,271,1,Yes
E-Class,2024,Global,White,Electric,70382,562,1,Yes
GLC,2021,Global,Grey,Petrol,63625,323,1,Yes
GLA,2025,Global,Grey,Petrol,69340,268,1,Yes
GLC,2022,Global,Grey,Petrol,130324,344,1,Yes
GLC,2020,Global,Black,Petrol,132254,385,1,No
GLC,2024,Global,Black,Hybrid,103390,343,1,Yes
GLB,2023,Global,White,Petrol,97126,394,1,Yes
GLB,2021,Global,Black,Diesel,88271,403,1,Yes
GLE,2021,Global,White,Petrol,119229,267,1,Yes
C-Class,2024,Global,Blue,Hybrid,97555,418,1,Yes
CLA,2024,Global,Black,Electric,88560,319,1,Yes
C-Class,2024,Global,White,Electric,95693,348,1,Yes
GLE,2025,Global,Orange,Electric,86588,391,1,Yes
GLC,2022,Global,Blue,Petrol,82816,345,1,Yes
A-Class,2020,Global,Blue,Diesel,88487,152,1,Yes
GLS,2022,Global,Red,Diesel,240524,349,1,No
GLS,2024,Global,Grey,Electric,220346,503,1,Yes
GLE,2022,Global,Blue,Diesel,114689,387,1,Yes
GLA,2024,Global,White,Petrol,62315,394,1,Yes
C-Class,2020,Global,White,Diesel,88637,502,1,Yes
E-Class,2025,Global,White,Electric,95527,227,1,Yes
GLE,2024,Global,White,Petrol,125762,349,1,Yes
GLE,2025,Global,Grey,Electric,166293,367,1,Yes
GLC,2021,Global,Silver,Diesel,85018,434,1,No
C-Class,2021,Global,White,Petrol,60789,433,1,Yes
A-Class,2022,Global,Grey,Petrol,65532,305,1,Yes
GLS,2022,Global,Black,Petrol,262941,610,1,Yes
GLC,2022,Global,White,Hybrid,133992,287,1,Yes
GLA,2024,Global,Black,Hybrid,61236,391,1,No
A-Class,2024,Global,Grey,Petrol,62410,363,1,Yes
S-Class,2023,Global,White,Petrol,154396,352,1,Yes
GLC,2021,Global,Grey,Diesel,127476,441,1,Yes
A-Class,2023,Global,Black,Petrol,88740,172,1,Yes
GLS,2024,Global,Yellow,Electric,360042,540,1,Yes
GLE,2020,Global,White,Petrol,89282,533,1,Yes
GLA,2023,Global,White,Petrol,63599,369,1,Yes
GLE,2020,Global,Black,Petrol,116576,253,1,Yes
A-Class,2023,Global,Black,Petrol,81687,398,1,Yes
C-Class,2024,Global,Grey,Electric,44803,381,1,Yes
A-Class,2020,Global,White,Diesel,47225,269,1,Yes
A-Class,2021,Global,White,Diesel,64425,291,1,Yes
GLB,2021,Global,Red,Petrol,77142,219,1,No
G-Class,2024,Global,Black,Hybrid,229673,561,1,Yes
A-Class,2020,Global,Silver,Diesel,76829,151,1,Yes
GLS,2022,Global,Black,Electric,180929,416,1,Yes
GLE,2021,Global,Black,Petrol,151793,565,1,Yes
GLA,2024,Global,Green,Electric,49854,312,1,No
GLA,2021,Global,White,Diesel,53441,248,1,Yes
GLE,2024,Global,Silver,Hybrid,158982,270,1,Yes
E-Class,2023,Global,Silver,Hybrid,64330,560,1,Yes
GLC,2020,Global,Green,Petrol,76235,385,1,No
GLA,2024,Global,Black,Petrol,47404,365,1,No
GLB,2020,Global,Black,Petrol,53416,406,1,Yes
AMG A 45,2022,Global,Grey,Petrol,296155,408,1,Yes
C-Class,2022,Global,Green,Petrol,61675,383,1,Yes
CLA,2023,Global,White,Hybrid,81902,388,1,Yes
GLC,2025,Global,White,Electric,98522,223,1,Yes
GLB,2025,Global,White,Electric,77196,218,1,Yes
CLS,2023,Global,White,Petrol,97281,366,1,Yes
GLE,2024,Global,White,Petrol,124161,565,1,No
GLB,2024,Global,Silver,Hybrid,56297,412,1,Yes
C-Class,2021,Global,White,Diesel,48836,225,1,Yes
GLC,2025,Global,Grey,Hybrid,116135,398,1,Yes
GLA,2025,Global,Black,Hybrid,92008,229,1,Yes
GLC,2025,Global,Black,Petrol,87375,381,1,Yes
GLC,2021,Global,Silver,Diesel,96242,507,1,Yes
GLC,2023,Global,Silver,Hybrid,88376,474,1,Yes
GLC,2025,Global,Black,Electric,123278,313,1,Yes
GLE,2023,Global,Brown,Hybrid,130027,334,1,No
GLB,2022,Global,Silver,Petrol,48337,361,1,Yes
GLE,2023,Global,Black,Petrol,127504,520,1,No
GLA,2020,Global,White,Diesel,37754,251,1,Yes
GLC,2022,Global,White,Diesel,143487,267,1,Yes
E-Class,2024,Global,Brown,Petrol,51094,563,1,Yes
A-Class,2021,Global,Black,Diesel,48119,225,1,Yes
C-Class,2021,Global,Red,Petrol,50931,499,1,Yes
GLE,2023,Global,White,Petrol,165322,272,1,Yes
C-Class,2020,Global,White,Diesel,53917,262,1,Yes
CLA,2020,Global,Black,Diesel,60807,218,1,Yes
A-Class,2022,Global,Black,Diesel,67995,323,1,Yes
GLE,2024,Global,Black,Petrol,166492,431,1,Yes
GLC,2024,Global,Silver,Electric,154238,475,1,Yes
GLC,2021,Global,White,Petrol,92786,384,1,Yes
C-Class,2023,Global,Blue,Petrol,94927,461,1,Yes
GLB,2021,Global,White,Petrol,63905,194,1,Yes
E-Class,2025,Global,Silver,Hybrid,71551,513,1,Yes
GLC,2025,Global,Black,Diesel,110860,463,1,No
GLA,2022,Global,Yellow,Hybrid,61808,325,1,No
A-Class,2022,Global,Blue,Diesel,65042,266,1,Yes
C-Class,2020,Global,Blue,Petrol,85483,486,1,Yes
GLE,2020,Global,Black,Diesel,127833,255,1,Yes
GLE,2021,Global,Red,Petrol,127432,294,1,Yes
GLC,2021,Global,Grey,Diesel,66488,261,1,Yes
C-Class,2024,Global,White,Hybrid,94103,377,1,Yes
E-Class,2023,Global,White,Hybrid,59198,240,1,Yes
GLS,2021,Global,Black,Petrol,126823,505,1,Yes
AMG C 63,2023,Global,Black,Electric,307444,506,1,Yes
E-Class,2020,Global,Blue,Diesel,53805,463,1,Yes
GLE,2020,Global,Yellow,Diesel,88473,296,1,Yes
G-Class,2023,Global,Grey,Hybrid,347985,432,1,Yes
G-Class,2025,Global,Blue,Electric,149451,431,1,Yes
GLB,2023,Global,Blue,Electric,76510,402,1,Yes
GLE,2021,Global,Black,Petrol,65514,560,1,No
GLB,2020,Global,Silver,Petrol,70712,405,1,Yes
C-Class,2025,Global,White,Hybrid,65539,428,1,Yes
GLB,2024,Global,Grey,Hybrid,99897,235,1,Yes
GLE,2024,Global,White,Petrol,131880,553,1,Yes
E-Class,2025,Global,Green,Diesel,47412,467,1,Yes
GLB,2022,Global,White,Hybrid,49870,219,1,Yes
GLA,2022,Global,Black,Petrol,77129,255,1,Yes
A-Class,2024,Global,White,Hybrid,89191,382,1,No
GLB,2025,Global,Silver,Hybrid,89855,315,1,Yes
GLC,2024,Global,Grey,Diesel,73604,423,1,No
GLA,2021,Global,Silver,Petrol,67247,229,1,Yes
GLC,2024,Global,Silver,Petrol,169117,503,1,No
GLC,2025,Global,Blue,Hybrid,126763,486,1,Yes
GLC,2023,Global,White,Petrol,151522,203,1,Yes
E-Class,2023,Global,Black,Petrol,40081,427,1,Yes
E-Class,2024,Global,Grey,Petrol,48631,391,1,Yes
GLS,2025,Global,Silver,Petrol,262302,473,1,Yes
CLA,2020,Global,White,Petrol,47047,306,1,No
E-Class,2025,Global,Black,Petrol,96828,319,1,Yes
GLA,2023,Global,Grey,Hybrid,42413,240,1,No
GLE,2025,Global,Black,Hybrid,136536,288,1,Yes
E-Class,2022,Global,Silver,Petrol,96248,221,1,No
A-Class,2023,Global,Orange,Petrol,56779,302,1,Yes
A-Class,2024,Global,Black,Petrol,68778,170,1,No
A-Class,2022,Global,White,Petrol,62198,293,1,Yes
GLE,2021,Global,White,Petrol,120883,255,1,Yes
GLS,2025,Global,Grey,Hybrid,298565,569,1,Yes
GLC,2022,Global,Silver,Diesel,81162,215,1,Yes
C-Class,2022,Global,Blue,Petrol,82780,266,1,Yes
GLE,2021,Global,Black,Petrol,84169,297,1,No
C-Class,2023,Global,Black,Diesel,72974,223,1,Yes
E-Class,2025,Global,Blue,Hybrid,76648,593,1,Yes
GLE,2023,Global,White,Diesel,101732,385,1,Yes
C-Class,2022,Global,Black,Petrol,67339,210,1,Yes
GLC,2025,Global,White,Electric,122997,497,1,Yes
S-Class,2020,Global,White,Petrol,170797,677,1,Yes
AMG GT,2022,Global,Silver,Diesel,193550,773,1,Yes
E-Class,2025,Global,Black,Hybrid,51548,598,1,No
AMG GT,2025,Global,Silver,Hybrid,314998,667,1,Yes
S-Class,2023,Global,Green,Hybrid,317110,547,1,Yes
GLE,2020,Global,Blue,Petrol,104142,277,1,Yes
CLA,2024,Global,Red,Petrol,86089,274,1,No
A-Class,2023,Global,Black,Petrol,64783,352,1,Yes
GLB,2022,Global,White,Petrol,44467,311,1,Yes
GLC,2020,Global,Silver,Petrol,128262,400,1,Yes
GLC,2022,Global,Silver,Petrol,131935,318,1,Yes
GLC,2020,Global,Grey,Petrol,131935,506,1,Yes
CLA,2022,Global,Black,Petrol,84332,234,1,Yes
CLA,2022,Global,Blue,Diesel,73144,247,1,Yes
AMG A 45,2020,Global,Black,Petrol,286583,399,1,Yes
GLC,2021,Global,Silver,Petrol,101082,406,1,Yes
E-Class,2022,Global,Black,Diesel,67167,215,1,Yes
AMG A 45,2020,Global,Silver,Diesel,201259,413,1,Yes
GLE,2020,Global,Green,Diesel,61455,507,1,Yes
A-Class,2020,Global,White,Diesel,54392,191,1,Yes
GLC,2025,Global,Black,Electric,169118,212,1,Yes
GLE,2023,Global,Silver,Diesel,113131,422,1,Yes
S-Class,2024,Global,White,Electric,322433,669,1,Yes
GLC,2023,Global,Black,Hybrid,79698,460,1,Yes
CLA,2023,Global,Blue,Hybrid,45044,210,1,Yes
A-Class,2021,Global,Grey,Petrol,40091,152,1,Yes
E-Class,2020,Global,White,Petrol,37843,315,1,Yes
GLC,2023,Global,Grey,Diesel,130879,449,1,Yes
C-Class,2025,Global,Black,Electric,98490,350,1,No
GLE,2022,Global,White,Petrol,66122,340,1,Yes
CLS,2024,Global,Black,Diesel,78509,424,1,Yes
E-Class,2023,Global,White,Electric,79666,236,1,Yes
