Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
GLA,2024,Global,Silver,Electric,60052,175,1,Yes
CLA,2020,Global,Green,Petrol,35448,261,1,No
GLA,2024,Global,Silver,Hybrid,40377,374,1,Yes
GLE,2024,Global,Black,Hybrid,102479,451,1,Yes
CLA,2021,Global,Black,Petrol,47404,370,1,Yes
GLS,2022,Global,Black,Petrol,344600,459,1,Yes
GLA,2023,Global,Silver,Hybrid,85009,329,1,No
GLB,2022,Global,Black,Petrol,49691,387,1,No
C-Class,2024,Global,Silver,Electric,71957,452,1,Yes
A-Class,2025,Global,Black,Diesel,80706,236,1,Yes
GLC,2024,Global,Black,Electric,128015,331,1,Yes
E-Class,2021,Global,Silver,Petrol,64945,230,1,Yes
E-Class,2021,Global,Black,Hybrid,73016,392,1,Yes
GLA,2021,Global,White,Petrol,67976,166,1,Yes
GLB,2023,Global,Grey,Petrol,40931,229,1,Yes
S-Class,2024,Global,Silver,Hybrid,314795,382,1,Yes
G-Class,2021,Global,Blue,Diesel,230941,447,1,Yes
GLC,2021,Global,White,Petrol,125454,200,1,Yes
AMG C 63,2022,Global,Black,Diesel,152192,481,1,Yes
A-Class,2023,Global,White,Petrol,95584,161,1,Yes
GLE,2024,Global,Brown,Petrol,141679,381,1,Yes
G-Class,2022,Global,Black,Petrol,253194,469,1,Yes
GLB,2023,Global,Blue,Petrol,41717,197,1,Yes
GLA,2024,Global,Grey,Electric,86984,206,1,Yes
GLA,2025,Global,Grey,Electric,63367,418,1,Yes
GLC,2023,Global,Green,Petrol,113913,356,1,Yes
A-Class,2024,Global,Blue,Electric,61507,320,1,Yes
E-Class,2024,Global,Blue,Petrol,63080,398,1,Yes
E-Class,2024,Global,Black,Petrol,96493,416,1,Yes
E-Class,2022,Global,Black,Petrol,48612,364,1,Yes
GLB,2021,Global,White,Diesel,52983,409,1,Yes
C-Class,2023,Global,Silver,Diesel,45776,442,1,Yes
GLS,2024,Global,Yellow,Petrol,183550,376,1,Yes
E-Class,2020,Global,Black,Petrol,80951,390,1,Yes
GLE,2021,Global,Green,Petrol,126596,563,1,Yes
GLA,2020,Global,Silver,Diesel,36214,412,1,Yes
GLA,2021,Global,White,Petrol,53824,230,1,Yes
A-Class,2025,Global,Grey,Electric,57759,163,1,Yes
GLA,2022,Global,Blue,Petrol,43423,379,1,Yes
CLA,2023,Global,Grey,Petrol,65554,262,1,Yes
C-Class,2025,Global,White,Petrol,94331,388,1,Yes
C-Class,2021,Global,Black,Petrol,79586,404,1,No
GLB,2024,Global,Black,Hybrid,88427,378,1,Yes
GLB,2022,Global,Silver,Diesel,65670,312,1,Yes
S-Class,2024,Global,Black,Hybrid,264298,662,1,Yes
GLB,2020,Global,Black,Petrol,43250,196,1,Yes
GLS,2025,Global,Orange,Electric,330093,516,1,No
GLE,2021,Global,Black,Petrol,142369,328,1,No
C-Class,2023,Global,Black,Hybrid,45034,219,1,Yes
C-Class,2025,Global,Black,Diesel,53964,477,1,Yes
G-Class,2023,Global,White,Hybrid,266150,452,1,No
GLE,2023,Global,Grey,Hybrid,121620,577,1,Yes
A-Class,2020,Global,Black,Petrol,39672,299,1,Yes
GLB,2023,Global,Red,Petrol,40389,309,1,Yes
E-Class,2025,Global,Grey,Hybrid,77743,483,1,Yes
E-Class,2022,Global,Black,Electric,67857,392,1,Yes
A-Class,2023,Global,Silver,Electric,51690,245,1,Yes
CLA,2025,Global,White,Diesel,96588,245,1,No
GLA,2020,Global,Blue,Petrol,50363,408,1,Yes
CLS,2025,Global,White,Diesel,82638,367,1,Yes
GLA,2020,Global,Silver,Petrol,56831,314,1,Yes
C-Class,2022,Global,Red,Hybrid,93284,233,1,No
CLA,2025,Global,White,Hybrid,56461,307,1,Yes
E-Class,2023,Global,Silver,Diesel,40659,294,1,Yes
E-Class,2021,Global,Grey,Petrol,70298,584,1,No
GLC,2023,Global,Black,Petrol,145293,313,1,No
GLE,2022,Global,Red,Petrol,150218,311,1,Yes
GLB,2020,Global,White,Diesel,56105,391,1,Yes
AMG GT,2024,Global,Orange,Electric,280050,478,1,Yes
GLC,2023,Global,Blue,Petrol,82320,416,1,Yes
GLB,2020,Global,White,Petrol,78586,291,1,Yes
GLE,2024,Global,Grey,Diesel,113018,548,1,Yes
GLC,2025,Global,Blue,Hybrid,145282,321,1,Yes
A-Class,2021,Global,Silver,Diesel,90302,376,1,Yes
GLC,2025,Global,Black,Petrol,100236,492,1,Yes
GLE,2024,Global,Grey,Petrol,71473,303,1,No
E-Class,2023,Global,White,Diesel,68596,410,1,Yes
S-Class,2021,Global,Grey,Petrol,149892,482,1,Yes
GLB,2022,Global,Black,Diesel,60215,383,1,Yes
C-Class,2020,Global,White,Petrol,80253,353,1,Yes
C-Class,2021,Global,Black,Petrol,88693,490,1,No
GLE,2020,Global,White,Diesel,91707,456,1,Yes
C-Class,2020,Global,White,Petrol,76532,412,1,No
E-Class,2023,Global,Blue,Electric,54653,496,1,Yes
GLB,2020,Global,Red,Diesel,44709,255,1,Yes
E-Class,2025,Global,Silver,Hybrid,53522,437,1,Yes
GLB,2024,Global,White,Petrol,82253,252,1,Yes
GLS,2025,Global,Grey,Electric,394419,461,1,Yes
E-Class,2025,Global,Black,Electric,78665,476,1,Yes
GLB,2021,Global,Black,Petrol,50415,364,1,Yes
GLS,2023,Global,Black,Petrol,266470,360,1,No
GLC,2022,Global,Silver,Diesel,81626,442,1,Yes
C-Class,2022,Global,Black,Petrol,40939,343,1,Yes
GLA,2022,Global,Silver,Petrol,80039,317,1,Yes
GLB,2020,Global,White,Petrol,66082,396,1,Yes
GLA,2022,Global,Blue,Diesel,90571,160,1,Yes
A-Class,2022,Global,White,Petrol,89751,270,1,No
S-Class,2024,Global,Black,Hybrid,361093,644,1,Yes
GLA,2025,Global,Green,Hybrid,78363,305,1,Yes
GLC,2021,Global,Grey,Diesel,149425,382,1,Yes
GLE,2020,Global,Grey,Diesel,67773,295,1,Yes
GLE,2023,Global,Blue,Petrol,133390,258,1,Yes
A-Class,2025,Global,Blue,Hybrid,95729,159,1,Yes
GLC,2022,Global,White,Diesel,97837,292,1,Yes
GLE,2024,Global,White,Petrol,133782,599,1,Yes
A-Class,2025,Global,Grey,Hybrid,97301,367,1,Yes
GLE,2021,Global,Brown,Petrol,71810,509,1,Yes
GLC,2024,Global,White,Electric,71870,339,1,Yes
GLB,2025,Global,Black,Electric,47722,344,1,Yes
E-Class,2022,Global,Red,Hybrid,79491,256,1,No
C-Class,2024,Global,White,Electric,75115,448,1,Yes
CLA,2021,Global,Grey,Hybrid,43817,206,1,Yes
GLC,2022,Global,Red,Diesel,79980,363,1,Yes
E-Class,2023,Global,Black,Petrol,97223,246,1,Yes
A-Class,2021,Global,White,Hybrid,37796,290,1,No
GLA,2021,Global,Grey,Petrol,50636,267,1,Yes
GLB,2020,Global,White,Petrol,74359,303,1,Yes
GLB,2022,Global,Blue,Petrol,81762,197,1,No
A-Class,2023,Global,Green,Petrol,46610,152,1,Yes
GLE,2021,Global,Grey,Diesel,63513,401,1,Yes
GLB,2020,Global,Silver,Diesel,81143,193,1,Yes
C-Class,2021,Global,Grey,Petrol,68437,467,1,Yes
GLE,2024,Global,White,Hybrid,117116,279,1,Yes
E-Class,2021,Global,Red,Petrol,88140,303,1,Yes
GLA,2024,Global,Blue,Hybrid,88938,404,1,Yes
GLC,2025,Global,White,Diesel,98239,471,1,Yes
GLA,2022,Global,Silver,Petrol,95222,278,1,Yes
C-Class,2025,Global,Grey,Diesel,87758,230,1,Yes
GLB,2021,Global,Grey,Petrol,53543,244,1,Yes
C-Class,2023,Global,Grey,Hybrid,61429,238,1,Yes
CLS,2025,Global,White,Hybrid,80070,461,1,Yes
GLA,2023,Global,Silver,Petrol,72215,170,1,Yes
S-Class,2023,Global,White,Electric,204006,371,1,Yes
GLC,2024,Global,White,Hybrid,144327,323,1,Yes
GLC,2022,Global,White,Petrol,124795,488,1,Yes
AMG A 45,2023,Global,Black,Petrol,214041,398,1,No
GLA,2023,Global,Black,Diesel,54191,324,1,Yes
E-Class,2024,Global,Black,Diesel,70242,208,1,Yes
GLC,2023,Global,Grey,Diesel,121574,437,1,Yes
CLA,2025,Global,Black,Hybrid,65506,406,1,Yes
A-Class,2023,Global,Black,Electric,45961,379,1,Yes
A-Class,2023,Global,White,Petrol,39013,250,1,Yes
GLE,2024,Global,Green,Petrol,136089,537,1,Yes
GLS,2020,Global,Black,Petrol,130469,416,1,Yes
GLC,2021,Global,Silver,Petrol,129918,240,1,Yes
GLE,2021,Global,Black,Diesel,88748,548,1,Yes
GLC,2025,Global,Red,Electric,136913,433,1,Yes
A-Class,2024,Global,White,Petrol,66727,181,1,No
C-Class,2025,Global,White,Diesel,65964,298,1,Yes
GLE,2023,Global,Yellow,Petrol,67142,337,1,Yes
E-Class,2024,Global,Red,Electric,50694,462,1,No
GLE,2020,Global,Black,Diesel,80033,306,1,No
GLE,2020,Global,Grey,Petrol,69792,560,1,Yes
GLE,2021,Global,White,Diesel,120702,350,1,Yes
GLA,2021,Global,Red,Petrol,89726,311,1,Yes
S-Class,2022,Global,White,Hybrid,168296,495,1,Yes
GLC,2024,Global,Grey,Hybrid,139465,331,1,Yes
GLS,2025,Global,Black,Electric,355858,435,1,Yes
E-Class,2021,Global,White,Petrol,87195,565,1,Yes
E-Class,2020,Global,Red,Petrol,50061,565,1,Yes
GLS,2025,Global,Green,Electric,359249,339,1,Yes
GLC,2025,Global,Blue,Electric,130428,456,1,Yes
CLA,2022,Global,White,Petrol,52886,212,1,Yes
GLC,2023,Global,Black,Petrol,156919,437,1,Yes
GLA,2021,Global,White,Petrol,87796,389,1,Yes
GLE,2023,Global,Grey,Hybrid,117657,516,1,No
CLA,2021,Global,White,Petrol,43753,207,1,Yes
GLB,2022,Global,Grey,Hybrid,63778,262,1,Yes
GLA,2022,Global,Black,Diesel,52700,180,1,No
G-Class,2024,Global,Green,Petrol,277732,445,1,Yes
GLE,2022,Global,White,Diesel,96354,365,1,No
GLB,2021,Global,Red,Petrol,69605,325,1,Yes
GLA,2022,Global,Orange,Diesel,60380,326,1,Yes
E-Class,2023,Global,Black,Petrol,62235,301,1,No
GLS,2020,Global,Silver,Petrol,221677,608,1,No
C-Class,2025,Global,Silver,Diesel,103578,438,1,Yes
GLA,2021,Global,Black,Diesel,70416,201,1,No
GLS,2021,Global,Silver,Petrol,296706,372,1,Yes
A-Class,2022,Global,White,Petrol,92783,348,1,No
GLB,2021,Global,Silver,Petrol,52070,328,1,Yes
GLB,2023,Global,Silver,Petrol,69024,202,1,Yes
C-Class,2023,Global,Grey,Petrol,63820,246,1,Yes
CLA,2021,Global,White,Petrol,83522,419,1,Yes
C-Class,2023,Global,Silver,Electric,99065,379,1,Yes
GLA,2022,Global,Black,Diesel,90339,199,1,Yes
E-Class,2020,Global,Grey,Petrol,81801,535,1,Yes
E-Class,2024,Global,Orange,Electric,67534,516,1,Yes
C-Class,2024,Global,White,Electric,59387,401,1,Yes
GLS,2023,Global,Red,Petrol,198326,423,1,Yes
C-Class,2024,Global,White,Hybrid,100648,460,1,Yes
GLS,2024,Global,White,Hybrid,167968,602,1,No
A-Class,2021,Global,White,Petrol,67411,399,1,Yes
C-Class,2022,Global,Grey,Petrol,92550,503,1,Yes
GLB,2025,Global,White,Petrol,74818,240,1,Yes
AMG C 63,2025,Global,Silver,Diesel,147000,477,1,Yes
GLA,2022,Global,Black,Petrol,44463,207,1,Yes
GLA,2025,Global,Black,Petrol,93302,161,1,Yes
GLS,2024,Global,Black,Electric,380160,423,1,Yes
C-Class,2020,Global,Black,Diesel,54914,425,1,Yes
GLC,2025,Global,Black,Petrol,139406,244,1,Yes
GLC,2025,Global,Silver,Electric,123793,270,1,No
C-Class,2021,Global,White,Diesel,76007,368,1,Yes
CLA,2023,Global,Black,Petrol,72707,238,1,Yes
C-Class,2020,Global,Black,Petrol,54269,306,1,Yes
GLC,2022,Global,White,Diesel,157815,370,1,Yes
GLE,2020,Global,Green,Diesel,88171,475,1,Yes
E-Class,2023,Global,Blue,Hybrid,75191,453,1,Yes
S-Class,2022,Global,Blue,Petrol,355129,396,1,Yes
GLA,2022,Global,White,Diesel,66950,324,1,No
GLB,2020,Global,Silver,Petrol,43167,172,1,Yes
GLE,2023,Global,Red,Petrol,165436,409,1,Yes
C-Class,2022,Global,Black,Petrol,80997,300,1,Yes
C-Class,2022,Global,Silver,Petrol,51697,489,1,Yes
GLE,2024,Global,Black,Diesel,92526,374,1,Yes
GLE,2022,Global,Black,Petrol,88907,357,1,Yes
C-Class,2023,Global,Grey,Hybrid,98514,301,1,Yes
GLB,2024,Global,Red,Electric,45263,209,1,Yes
E-Class,2022,Global,Silver,Petrol,64830,506,1,Yes
C-Class,2023,Global,Silver,Petrol,78567,327,1,Yes
GLA,2024,Global,Black,Petrol,97505,262,1,Yes
S-Class,2025,Global,Brown,Electric,407971,476,1,No
GLA,2024,Global,White,Electric,75664,260,1,No
G-Class,2025,Global,Silver,Petrol,219840,460,1,Yes
C-Class,2024,Global,Red,Hybrid,40128,369,1,Yes
GLA,2024,Global,White,Electric,79992,231,1,No
GLC,2022,Global,Black,Petrol,115938,476,1,Yes
GLA,2024,Global,Silver,Hybrid,73698,396,1,Yes
GLC,2022,Global,White,Hybrid,136701,467,1,Yes
GLA,2023,Global,White,Hybrid,70389,390,1,Yes
GLA,2025,Global,Grey,Petrol,54097,360,1,Yes
GLE,2024,Global,White,Petrol,76337,472,1,Yes
GLB,2024,Global,Brown,Electric,84698,313,1,Yes
CLS,2024,Global,Silver,Hybrid,96027,356,1,Yes
GLC,2024,Global,White,Hybrid,79461,499,1,Yes
A-Class,2025,Global,Black,Petrol,95473,367,1,No
GLC,2021,Global,White,Electric,70391,417,1,No
E-Class,2023,Global,Grey,Hybrid,75818,325,1,No
GLS,2023,Global,White,Diesel,323327,406,1,Yes
GLB,2021,Global,Black,Diesel,85611,310,1,Yes
GLA,2023,Global,Blue,Diesel,57538,274,1,Yes
E-Class,2021,Global,Black,Petrol,88313,482,1,Yes
GLC,2021,Global,Blue,Diesel,125130,202,1,No
GLC,2024,Global,Blue,Electric,97541,226,1,Yes
GLC,2021,Global,Black,Diesel,154418,299,1,Yes
GLA,2020,Global,Silver,Diesel,36024,219,1,Yes
E-Class,2022,Global,Black,Diesel,68707,541,1,Yes
GLC,2021,Global,Grey,Petrol,106152,277,1,No
GLB,2023,Global,Black,Petrol,64957,386,1,Yes
AMG A 45,2024,Global,Blue,Petrol,372140,391,1,Yes
GLE,2024,Global,Black,Electric,127629,417,1,Yes
A-Class,2023,Global,White,Hybrid,51570,174,1,Yes
GLE,2024,Global,White,Diesel,164978,575,1,Yes
GLA,2020,Global,Silver,Petrol,63319,231,1,Yes
GLB,2024,Global,Silver,Petrol,43878,417,1,Yes
A-Class,2024,Global,Silver,Electric,82192,291,1,Yes
GLB,2022,Global,White,Petrol,61972,379,1,Yes
GLE,2020,Global,White,Diesel,108401,422,1,Yes
C-Class,2021,Global,Yellow,Diesel,65279,243,1,No
GLC,2023,Global,Black,Petrol,89677,419,1,Yes
E-Class,2021,Global,Silver,Petrol,55340,250,1,Yes
C-Class,2024,Global,Black,Diesel,87170,432,1,Yes
A-Class,2022,Global,Black,Petrol,51765,183,1,Yes
C-Class,2020,Global,Silver,Diesel,52505,383,1,Yes
GLA,2025,Global,Blue,Hybrid,97072,414,1,Yes
GLA,2023,Global,White,Diesel,96141,319,1,Yes
GLC,2020,Global,Black,Petrol,103561,504,1,Yes
A-Class,2021,Global,White,Petrol,89590,227,1,Yes
GLC,2023,Global,White,Petrol,113284,249,1,Yes
GLE,2024,Global,White,Hybrid,119217,260,1,Yes
GLA,2022,Global,Black,Petrol,94296,306,1,Yes
C-Class,2025,Global,Brown,Hybrid,86920,292,1,Yes
GLA,2020,Global,Black,Petrol,40972,241,1,Yes
GLA,2022,Global,Black,Petrol,95483,366,1,Yes
GLC,2020,Global,Grey,Diesel,87893,306,1,Yes
C-Class,2025,Global,Silver,Petrol,47602,309,1,Yes
E-Class,2024,Global,Green,Hybrid,99195,357,1,Yes
GLS,2021,Global,Black,Petrol,249955,503,1,Yes
GLC,2020,Global,Yellow,Petrol,145973,434,1,Yes
GLA,2020,Global,Grey,Petrol,70934,287,1,Yes
GLC,2021,Global,Silver,Diesel,72116,340,1,Yes
GLE,2020,Global,Red,Petrol,88467,546,1,Yes
GLC,2025,Global,Silver,Petrol,112615,239,1,Yes
GLA,2021,Global,White,Petrol,54776,195,1,Yes
E-Class,2020,Global,Black,Diesel,53852,291,1,No
E-Class,2020,Global,Grey,Petrol,68441,201,1,No
GLC,2024,Global,White,Petrol,131858,370,1,Yes
GLB,2020,Global,White,Petrol,68682,182,1,Yes
E-Class,2025,Global,Black,Petrol,49216,610,1,No
GLS,2022,Global,Orange,Petrol,302629,509,1,Yes
A-Class,2023,Global,Blue,Diesel,92065,305,1,Yes
GLC,2023,Global,Red,Hybrid,70200,286,1,Yes
GLB,2024,Global,Black,Diesel,69503,180,1,Yes
GLB,2023,Global,Silver,Hybrid,68706,272,1,Yes
GLS,2022,Global,Red,Petrol,370596,528,1,Yes
GLE,2020,Global,White,Diesel,94402,587,1,No
E-Class,2022,Global,Black,Petrol,66099,439,1,Yes
GLS,2023,Global,Black,Petrol,141341,370,1,Yes
GLC,2020,Global,White,Petrol,149014,428,1,Yes
S-Class,2025,Global,Black,Petrol,258307,603,1,Yes
A-Class,2021,Global,Grey,Petrol,37195,396,1,Yes
G-Class,2020,Global,Grey,Petrol,252725,459,1,Yes
CLA,2021,Global,Silver,Diesel,49479,228,1,Yes
AMG A 45,2025,Global,Yellow,Petrol,216198,418,1,Yes
C-Class,2025,Global,Black,Hybrid,56585,283,1,Yes
GLS,2024,Global,Black,Diesel,215953,477,1,Yes
AMG A 45,2023,Global,White,Electric,341772,407,1,Yes
E-Class,2022,Global,Brown,Hybrid,40390,215,1,Yes
GLA,2020,Global,White,Petrol,79883,287,1,No
GLS,2020,Global,Grey,Petrol,246296,389,1,Yes
GLS,2025,Global,White,Electric,176279,525,1,Yes
GLC,2022,Global,Black,Petrol,138909,505,1,Yes
GLE,2024,Global,Black,Electric,164361,577,1,Yes
C-Class,2025,Global,Grey,Diesel,87028,264,1,Yes
A-Class,2021,Global,White,Petrol,38108,313,1,Yes
A-Class,2022,Global,Black,Petrol,93890,389,1,Yes
GLA,2020,Global,Grey,Petrol,66130,410,1,Yes
C-Class,2025,Global,Grey,Electric,45237,451,1,Yes
GLE,2025,Global,White,Hybrid,117624,302,1,No
A-Class,2025,Global,Red,Petrol,51718,223,1,Yes
CLA,2023,Global,Orange,Hybrid,84536,270,1,Yes
GLC,2023,Global,Silver,Hybrid,71620,339,1,Yes
A-Class,2022,Global,Yellow,Petrol,93305,201,1,No
C-Class,2023,Global,White,Petrol,45770,380,1,Yes
GLE,2023,Global,White,Diesel,119598,380,1,Yes
C-Class,2023,Global,Grey,Petrol,82508,357,1,Yes
GLE,2025,Global,Black,Electric,111699,600,1,Yes
GLC,2024,Global,Silver,Hybrid,131828,380,1,Yes
GLA,2020,Global,Black,Petrol,73756,185,1,Yes
S-Class,2020,Global,Orange,Petrol,281136,534,1,Yes
GLA,2023,Global,Grey,Petrol,89586,397,1,Yes
A-Class,2022,Global,Blue,Petrol,86103,158,1,Yes
GLE,2025,Global,Black,Electric,171256,397,1,Yes
GLE,2024,Global,White,Electric,90451,426,1,No
CLA,2023,Global,White,Diesel,79499,274,1,Yes
GLA,2022,Global,Blue,Diesel,45774,261,1,Yes
CLA,2022,Global,White,Petrol,53815,262,1,Yes
GLS,2021,Global,White,Diesel,298972,410,1,Yes
GLE,2023,Global,White,Hybrid,145936,428,1,Yes
GLE,2025,Global,White,Hybrid,154700,535,1,Yes
GLS,2024,Global,White,Hybrid,257970,536,1,Yes
E-Class,2025,Global,Grey,Electric,81588,256,1,Yes
GLC,2020,Global,Blue,Petrol,120066,275,1,Yes
GLE,2020,Global,Blue,Petrol,76417,509,1,Yes
A-Class,2020,Global,Black,Petrol,43294,230,1,Yes
E-Class,2023,Global,Blue,Petrol,79189,251,1,Yes
S-Class,2025,Global,Black,Hybrid,204982,320,1,Yes
C-Class,2025,Global,Grey,Hybrid,102152,286,1,Yes
E-Class,2023,Global,White,Petrol,58281,515,1,Yes
E-Class,2021,Global,White,Petrol,54306,334,1,Yes
C-Class,2022,Global,Green,Diesel,63950,378,1,Yes
A-Class,2021,Global,Black,Petrol,77806,188,1,Yes
GLC,2024,Global,Blue,Hybrid,85992,376,1,Yes
E-Class,2023,Global,Black,Diesel,70615,327,1,Yes
GLA,2024,Global,Green,Electric,56366,222,1,Yes
GLC,2024,Global,Grey,Electric,102139,499,1,Yes
CLS,2023,Global,Black,Hybrid,51680,481,1,Yes
C-Class,2023,Global,White,Petrol,79589,413,1,Yes
GLB,2025,Global,Yellow,Diesel,78276,416,1,Yes
GLE,2023,Global,Black,Hybrid,70001,289,1,Yes
A-Class,2025,Global,White,Petrol,49637,211,1,No
GLS,2020,Global,Silver,Petrol,326262,537,1,Yes
A-Class,2021,Global,White,Petrol,63287,299,1,Yes
C-Class,2020,Global,White,Petrol,70552,412,1,Yes
GLA,2024,Global,Red,Petrol,53450,185,1,Yes
GLC,2024,Global,Black,Petrol,154244,286,1,Yes
E-Class,2020,Global,White,Petrol,62804,257,1,No
GLE,2023,Global,Black,Petrol,110251,454,1,Yes
GLC,2020,Global,Silver,Petrol,73087,476,1,Yes
GLA,2021,Global,Yellow,Diesel,79725,162,1,Yes
E-Class,2024,Global,Grey,Petrol,57981,254,1,Yes
GLC,2025,Global,Grey,Petrol,101729,264,1,Yes
E-Class,2024,Global,Black,Diesel,95273,451,1,Yes
GLC,2023,Global,Yellow,Hybrid,91000,215,1,No
C-Class,2024,Global,Black,Diesel,73445,478,1,Yes
GLC,2021,Global,Black,Petrol,73891,201,1,Yes
GLC,2020,Global,Grey,Petrol,136532,336,1,Yes
GLS,2025,Global,Black,Hybrid,333969,438,1,Yes
GLB,2025,Global,Blue,Hybrid,48432,389,1,Yes
GLE,2020,Global,Black,Petrol,80420,578,1,Yes
GLB,2024,Global,Silver,Hybrid,55282,417,1,Yes
A-Class,2023,Global,Black,Petrol,56974,204,1,Yes
A-Class,2025,Global,Red,Hybrid,86640,233,1,Yes
GLC,2020,Global,Red,Petrol,107906,269,1,Yes
GLE,2021,Global,Yellow,Petrol,76445,292,1,Yes
GLE,2021,Global,Silver,Petrol,143534,478,1,Yes
C-Class,2022,Global,Silver,Hybrid,51921,419,1,Yes
CLA,2022,Global,Black,Electric,60724,387,1,Yes
C-Class,2020,Global,Grey,Petrol,44382,430,1,Yes
E-Class,2025,Global,Grey,Diesel,41958,251,1,Yes
A-Class,2023,Global,Silver,Petrol,95865,346,1,Yes
C-Class,2023,Global,Black,Petrol,95483,405,1,Yes
A-Class,2022,Global,White,Petrol,75923,288,1,Yes
E-Class,2021,Global,Grey,Diesel,83451,500,1,Yes
CLA,2023,Global,Brown,Electric,92296,317,1,No
GLC,2021,Global,Black,Diesel,98758,287,1,Yes
AMG S 63,2023,Global,Blue,Diesel,225531,799,1,Yes
G-Class,2022,Global,White,Petrol,282751,488,1,Yes
GLB,2024,Global,Silver,Hybrid,81662,361,1,Yes
A-Class,2023,Global,Grey,Hybrid,79450,150,1,No
GLC,2022,Global,Grey,Petrol,90055,461,1,Yes
E-Class,2023,Global,White,Petrol,98223,449,1,Yes
A-Class,2024,Global,White,Petrol,87391,196,1,Yes
GLB,2022,Global,Silver,Petrol,83623,337,1,Yes
G-Class,2023,Global,White,Petrol,250207,575,1,Yes
E-Class,2020,Global,Silver,Diesel,89981,204,1,Yes
A-Class,2022,Global,Red,Diesel,71412,337,1,Yes
AMG E 63,2021,Global,Black,Petrol,177954,607,1,Yes
C-Class,2023,Global,White,Diesel,81298,413,1,Yes
E-Class,2023,Global,Black,Electric,95140,570,1,Yes
A-Class,2023,Global,Black,Petrol,73331,185,1,Yes
A-Class,2023,Global,Red,Petrol,51113,376,1,Yes
GLE,2021,Global,White,Hybrid,113301,447,1,Yes
GLE,2023,Global,Blue,Diesel,133278,303,1,No
E-Class,2021,Global,White,Petrol,65906,262,1,Yes
GLC,2020,Global,Silver,Petrol,108159,423,1,Yes
GLE,2023,Global,White,Petrol,66874,338,1,No
GLC,2023,Global,Blue,Electric,142541,426,1,Yes
E-Class,2021,Global,Black,Diesel,64769,462,1,Yes
A-Class,2022,Global,Black,Hybrid,42917,400,1,No
GLE,2025,Global,Grey,Electric,130274,372,1,Yes
AMG E 63,2022,Global,Silver,Diesel,144619,606,1,Yes
GLC,2021,Global,Black,Hybrid,134264,327,1,Yes
A-Class,2023,Global,White,Diesel,97981,409,1,No
E-Class,2022,Global,White,Petrol,54204,598,1,Yes
GLB,2020,Global,Grey,Petrol,79093,342,1,Yes
GLE,2022,Global,Black,Petrol,94485,565,1,Yes
GLB,2023,Global,Blue,Petrol,55250,381,1,Yes
GLC,2023,Global,Silver,Diesel,151607,215,1,Yes
GLB,2023,Global,White,Petrol,71568,400,1,Yes
GLC,2025,Global,Black,Hybrid,84659,303,1,Yes
GLS,2023,Global,Brown,Petrol,309266,379,1,No
GLC,2023,Global,Silver,Hybrid,136537,456,1,Yes
A-Class,2021,Global,Blue,Petrol,51159,180,1,No
C-Class,2021,Global,Silver,Hybrid,40264,458,1,No
C-Class,2023,Global,Blue,Hybrid,89477,496,1,Yes
GLA,2023,Global,White,Petrol,50220,339,1,Yes
AMG GT,2024,Global,Red,Petrol,261449,673,1,Yes
GLC,2020,Global,White,Petrol,87111,210,1,Yes
GLC,2025,Global,Silver,Hybrid,122627,454,1,Yes
GLA,2020,Global,Grey,Petrol,79781,410,1,Yes
GLC,2023,Global,Black,Petrol,138752,506,1,Yes
GLA,2020,Global,Yellow,Petrol,71716,333,1,Yes
GLA,2020,Global,White,Petrol,82174,316,1,No
G-Class,2021,Global,Silver,Petrol,154180,459,1,Yes
GLC,2020,Global,White,Diesel,103405,263,1,Yes
A-Class,2023,Global,White,Hybrid,47813,219,1,Yes
CLA,2023,Global,Silver,Petrol,79996,412,1,Yes
GLE,2020,Global,Black,Petrol,142239,270,1,No
S-Class,2022,Global,Grey,Petrol,217396,506,1,Yes
C-Class,2022,Global,White,Petrol,84412,339,1,Yes
C-Class,2025,Global,Grey,Hybrid,77451,436,1,Yes
GLS,2021,Global,Black,Petrol,126823,505,1,Yes
GLE,2025,Global,White,Hybrid,105616,587,1,Yes
C-Class,2025,Global,Brown,Hybrid,85789,484,1,Yes
GLA,2022,Global,Red,Petrol,57277,211,1,Yes
S-Class,2021,Global,Grey,Petrol,267949,310,1,No
GLE,2022,Global,Yellow,Petrol,154891,371,1,Yes
G-Class,2021,Global,Grey,Diesel,195448,563,1,Yes
A-Class,2021,Global,Black,Diesel,85829,366,1,Yes
S-Class,2020,Global,Black,Petrol,336743,772,1,Yes
A-Class,2022,Global,Yellow,Petrol,44509,216,1,Yes
GLC,2025,Global,Grey,Electric,157743,259,1,Yes
E-Class,2020,Global,Black,Petrol,47154,392,1,Yes
CLS,2023,Global,Brown,Petrol,73430,324,1,Yes
GLC,2022,Global,Black,Petrol,126994,474,1,Yes
GLB,2023,Global,Black,Petrol,40510,364,1,Yes
A-Class,2022,Global,White,Diesel,61011,389,1,Yes
S-Class,2025,Global,Grey,Electric,205809,781,1,Yes
GLC,2021,Global,Yellow,Diesel,68116,271,1,Yes
GLE,2021,Global,Red,Petrol,127990,503,1,No
CLA,2021,Global,Blue,Petrol,74890,385,1,Yes
E-Class,2023,Global,White,Petrol,66599,386,1,Yes
GLE,2024,Global,Silver,Diesel,125633,556,1,Yes
