Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
GLA,2022,Global,Silver,Petrol,78322,209,1,Yes
C-Class,2021,Global,Brown,Petrol,42604,398,1,Yes
CLA,2021,Global,Silver,Petrol,89460,261,1,Yes
GLC,2024,Global,Black,Electric,74654,438,1,Yes
CLA,2023,Global,Orange,Petrol,93541,341,1,Yes
C-Class,2025,Global,Blue,Petrol,54001,339,1,No
E-Class,2022,Global,White,Petrol,65980,203,1,Yes
A-Class,2022,Global,White,Hybrid,58530,248,1,Yes
C-Class,2021,Global,Red,Diesel,43031,436,1,Yes
A-Class,2023,Global,Grey,Diesel,87265,309,1,No
GLC,2020,Global,Black,Diesel,113698,261,1,No
GLS,2022,Global,Silver,Petrol,297693,388,1,Yes
E-Class,2023,Global,Blue,Diesel,92267,303,1,Yes
GLC,2021,Global,Grey,Petrol,147379,450,1,Yes
GLC,2022,Global,Blue,Diesel,153970,364,1,Yes
GLA,2021,Global,Black,Diesel,91393,175,1,Yes
A-Class,2021,Global,White,Petrol,39570,389,1,Yes
GLE,2021,Global,Black,Petrol,116120,489,1,Yes
A-Class,2022,Global,Black,Electric,68037,409,1,Yes
GLA,2020,Global,Grey,Petrol,58505,418,1,Yes
AMG E 63,2022,Global,White,Hybrid,356090,574,1,Yes
E-Class,2024,Global,Grey,Diesel,95264,433,1,Yes
GLC,2024,Global,Yellow,Petrol,107133,352,1,Yes
C-Class,2020,Global,White,Petrol,37154,278,1,Yes
CLA,2021,Global,Silver,Diesel,80327,382,1,Yes
GLC,2023,Global,Blue,Petrol,145438,316,1,Yes
A-Class,2024,Global,Grey,Diesel,49075,371,1,No
G-Class,2025,Global,Orange,Electric,177922,447,1,Yes
C-Class,2021,Global,White,Petrol,49979,399,1,No
E-Class,2025,Global,Grey,Petrol,77973,266,1,No
A-Class,2020,Global,Black,Petrol,88174,156,1,Yes
E-Class,2023,Global,Black,Petrol,91770,468,1,Yes
GLA,2020,Global,Black,Diesel,86509,344,1,No
C-Class,2022,Global,Black,Petrol,45997,314,1,Yes
GLE,2024,Global,Black,Diesel,70106,329,1,Yes
C-Class,2022,Global,Silver,Diesel,89980,251,1,Yes
G-Class,2022,Global,Blue,Diesel,215525,504,1,Yes
GLE,2021,Global,Silver,Petrol,103945,364,1,Yes
GLC,2023,Global,White,Petrol,132455,266,1,Yes
CLA,2024,Global,White,Diesel,45165,308,1,Yes
GLE,2025,Global,Silver,Hybrid,94368,265,1,No
CLA,2023,Global,Black,Hybrid,91573,388,1,Yes
CLA,2025,Global,White,Hybrid,46477,223,1,Yes
C-Class,2023,Global,Black,Petrol,66458,286,1,Yes
CLS,2020,Global,Silver,Petrol,62877,456,1,Yes
GLE,2021,Global,Grey,Petrol,144319,345,1,Yes
GLA,2022,Global,Black,Electric,53617,300,1,Yes
CLA,2022,Global,Black,Electric,46137,241,1,No
C-Class,2025,Global,Black,Hybrid,66919,480,1,Yes
AMG A 45,2024,Global,Blue,Petrol,143469,397,1,Yes
C-Class,2022,Global,White,Diesel,86826,454,1,Yes
C-Class,2023,Global,White,Hybrid,84281,205,1,Yes
GLC,2022,Global,Red,Electric,143879,481,1,Yes
GLS,2021,Global,Silver,Petrol,240212,388,1,Yes
A-Class,2025,Global,Yellow,Electric,48899,206,1,Yes
GLB,2025,Global,Black,Electric,70542,172,1,Yes
AMG S 63,2020,Global,Brown,Petrol,310277,794,1,Yes
C-Class,2023,Global,White,Petrol,87580,485,1,Yes
E-Class,2024,Global,Black,Electric,76022,404,1,Yes
GLC,2024,Global,Black,Diesel,120891,352,1,Yes
CLS,2025,Global,Black,Diesel,103859,451,1,Yes
GLC,2022,Global,White,Diesel,126937,362,1,Yes
GLC,2021,Global,Silver,Petrol,66595,451,1,Yes
GLC,2025,Global,White,Electric,90657,442,1,Yes
A-Class,2024,Global,Blue,Hybrid,94100,344,1,Yes
C-Class,2023,Global,Green,Diesel,66129,378,1,Yes
GLE,2020,Global,Silver,Petrol,128179,344,1,Yes
C-Class,2023,Global,Black,Petrol,50488,291,1,Yes
E-Class,2024,Global,White,Electric,82370,345,1,Yes
GLC,2025,Global,Black,Hybrid,152732,470,1,Yes
G-Class,2025,Global,White,Hybrid,235169,574,1,No
GLC,2022,Global,Grey,Electric,85488,355,1,Yes
A-Class,2022,Global,Black,Hybrid,66178,237,1,Yes
GLA,2021,Global,Black,Diesel,67501,194,1,Yes
AMG GT,2025,Global,Black,Electric,275558,675,1,No
C-Class,2023,Global,Blue,Electric,47756,359,1,Yes
A-Class,2020,Global,Black,Petrol,40869,153,1,No
E-Class,2021,Global,White,Diesel,41055,338,1,Yes
E-Class,2023,Global,Black,Petrol,85428,229,1,Yes
CLA,2024,Global,Blue,Hybrid,66228,287,1,No
AMG E 63,2023,Global,White,Petrol,187594,589,1,Yes
GLE,2025,Global,White,Hybrid,137660,501,1,Yes
C-Class,2023,Global,Black,Diesel,57899,217,1,Yes
S-Class,2022,Global,Red,Petrol,238545,391,1,Yes
GLC,2020,Global,Silver,Petrol,122519,365,1,Yes
GLE,2024,Global,Blue,Hybrid,152661,444,1,Yes
A-Class,2023,Global,Grey,Petrol,57794,351,1,Yes
GLB,2024,Global,Yellow,Hybrid,76311,219,1,Yes
GLC,2022,Global,Black,Petrol,93348,274,1,Yes
C-Class,2021,Global,Black,Petrol,68018,487,1,Yes
C-Class,2023,Global,White,Diesel,89849,234,1,Yes
A-Class,2023,Global,White,Hybrid,99445,163,1,Yes
GLC,2022,Global,Black,Petrol,140699,398,1,Yes
E-Class,2022,Global,Blue,Diesel,73663,539,1,Yes
GLB,2024,Global,White,Petrol,42226,264,1,Yes
E-Class,2025,Global,Blue,Electric,57569,510,1,Yes
GLS,2024,Global,Grey,Petrol,357955,331,1,Yes
AMG A 45,2022,Global,White,Diesel,285950,404,1,Yes
A-Class,2025,Global,Black,Hybrid,84174,393,1,No
AMG C 63,2021,Global,White,Diesel,239612,495,1,Yes
GLE,2021,Global,Green,Diesel,83368,402,1,No
A-Class,2020,Global,Black,Petrol,84354,374,1,Yes
GLS,2023,Global,Silver,Petrol,244571,546,1,Yes
GLE,2023,Global,White,Hybrid,109109,567,1,Yes
A-Class,2021,Global,Black,Petrol,91141,244,1,Yes
E-Class,2023,Global,Grey,Petrol,64945,609,1,Yes
GLC,2025,Global,Silver,Petrol,159800,263,1,Yes
CLA,2021,Global,White,Petrol,56600,207,1,Yes
GLA,2021,Global,White,Diesel,45549,243,1,Yes
C-Class,2024,Global,Blue,Petrol,93145,288,1,Yes
GLA,2025,Global,Red,Hybrid,51709,220,1,Yes
E-Class,2021,Global,Black,Petrol,88528,543,1,Yes
GLE,2023,Global,Grey,Hybrid,149695,489,1,Yes
C-Class,2023,Global,Black,Hybrid,92822,279,1,Yes
E-Class,2025,Global,Black,Petrol,41374,499,1,Yes
GLC,2025,Global,Grey,Electric,132981,340,1,Yes
C-Class,2021,Global,Blue,Diesel,86800,333,1,Yes
G-Class,2025,Global,Silver,Petrol,223063,444,1,Yes
GLE,2024,Global,Red,Hybrid,166178,373,1,Yes
GLA,2021,Global,Black,Petrol,47758,268,1,Yes
GLA,2021,Global,White,Petrol,59400,345,1,No
GLE,2023,Global,Silver,Hybrid,149002,407,1,Yes
GLE,2025,Global,White,Hybrid,137222,508,1,Yes
A-Class,2021,Global,Yellow,Petrol,46490,187,1,Yes
C-Class,2024,Global,White,Petrol,86280,457,1,Yes
A-Class,2024,Global,Black,Hybrid,42340,157,1,Yes
GLB,2023,Global,Black,Petrol,45255,408,1,No
CLA,2021,Global,Grey,Petrol,78486,281,1,Yes
GLA,2024,Global,White,Hybrid,40094,383,1,Yes
GLC,2023,Global,Grey,Diesel,130929,362,1,No
GLB,2023,Global,Silver,Electric,55457,218,1,No
GLC,2022,Global,Black,Petrol,125876,346,1,Yes
GLC,2020,Global,Grey,Diesel,85860,381,1,Yes
E-Class,2025,Global,White,Petrol,56694,399,1,Yes
GLE,2020,Global,Black,Petrol,89662,522,1,Yes
GLS,2025,Global,Black,Hybrid,243072,578,1,No
GLE,2024,Global,Green,Hybrid,168851,564,1,No
C-Class,2022,Global,Black,Hybrid,51514,427,1,Yes
A-Class,2020,Global,White,Petrol,78160,310,1,Yes
GLC,2023,Global,Black,Petrol,102980,222,1,No
E-Class,2023,Global,White,Diesel,79082,444,1,Yes
GLE,2021,Global,Grey,Petrol,86045,573,1,Yes
E-Class,2025,Global,Green,Hybrid,67077,414,1,Yes
AMG GT,2021,Global,Black,Petrol,337165,476,1,Yes
GLA,2022,Global,Black,Petrol,62145,272,1,Yes
C-Class,2020,Global,White,Petrol,88928,302,1,Yes
GLC,2025,Global,White,Electric,80068,269,1,Yes
CLA,2023,Global,Silver,Petrol,55067,413,1,Yes
GLA,2022,Global,Yellow,Hybrid,89819,176,1,Yes
GLE,2025,Global,Silver,Hybrid,164175,396,1,Yes
G-Class,2020,Global,Silver,Petrol,232946,585,1,Yes
A-Class,2021,Global,Silver,Diesel,92954,272,1,Yes
GLB,2025,Global,Blue,Electric,56137,393,1,No
GLA,2023,Global,Silver,Diesel,77629,411,1,No
C-Class,2025,Global,Grey,Petrol,96133,377,1,Yes
GLA,2022,Global,Grey,Diesel,94211,330,1,Yes
GLE,2025,Global,Yellow,Diesel,138926,581,1,Yes
GLA,2025,Global,White,Petrol,64661,185,1,Yes
GLS,2020,Global,Black,Petrol,148178,382,1,Yes
GLA,2020,Global,Red,Petrol,80954,206,1,Yes
GLC,2022,Global,Silver,Electric,147749,435,1,Yes
GLA,2022,Global,White,Petrol,82176,309,1,Yes
G-Class,2023,Global,White,Diesel,331155,477,1,Yes
E-Class,2023,Global,White,Petrol,47663,226,1,Yes
GLC,2020,Global,White,Petrol,93832,286,1,Yes
C-Class,2025,Global,Silver,Hybrid,103877,499,1,Yes
GLC,2025,Global,Black,Hybrid,86202,387,1,Yes
GLE,2024,Global,Black,Petrol,98286,509,1,Yes
C-Class,2023,Global,Black,Diesel,65383,490,1,Yes
CLA,2020,Global,Blue,Petrol,61129,287,1,No
GLA,2021,Global,Orange,Diesel,38598,357,1,Yes
A-Class,2023,Global,Silver,Diesel,52956,308,1,Yes
GLC,2020,Global,Grey,Petrol,111028,488,1,Yes
GLE,2022,Global,Green,Hybrid,135334,542,1,Yes
GLB,2022,Global,White,Petrol,77852,384,1,Yes
GLB,2022,Global,Silver,Electric,39140,326,1,Yes
A-Class,2023,Global,Black,Petrol,72316,330,1,Yes
GLB,2025,Global,White,Hybrid,65649,338,1,Yes
C-Class,2023,Global,White,Petrol,59451,436,1,Yes
C-Class,2020,Global,Silver,Petrol,61896,288,1,Yes
GLS,2021,Global,Silver,Petrol,254986,559,1,Yes
GLC,2020,Global,Blue,Petrol,86137,309,1,Yes
GLA,2022,Global,Red,Diesel,71101,170,1,No
GLA,2020,Global,Black,Petrol,49339,392,1,Yes
GLE,2023,Global,Silver,Hybrid,134071,553,1,Yes
AMG GT,2020,Global,Black,Diesel,133711,823,1,Yes
A-Class,2020,Global,Grey,Diesel,51211,370,1,Yes
GLE,2024,Global,Yellow,Hybrid,152585,270,1,Yes
C-Class,2025,Global,Grey,Electric,59520,360,1,Yes
C-Class,2023,Global,Grey,Petrol,87111,269,1,Yes
GLC,2021,Global,Grey,Diesel,92336,391,1,Yes
E-Class,2025,Global,Black,Petrol,56553,251,1,Yes
S-Class,2021,Global,Silver,Diesel,261620,572,1,Yes
GLE,2024,Global,White,Electric,163449,315,1,Yes
E-Class,2024,Global,Orange,Hybrid,85458,453,1,Yes
GLB,2021,Global,Black,Diesel,62125,266,1,Yes
GLA,2025,Global,Black,Hybrid,81683,349,1,Yes
A-Class,2023,Global,Black,Diesel,62102,255,1,Yes
GLC,2025,Global,Black,Hybrid,91021,240,1,Yes
GLA,2023,Global,Grey,Electric,44456,365,1,Yes
A-Class,2023,Global,Black,Petrol,39828,316,1,Yes
E-Class,2024,Global,Grey,Electric,52703,232,1,Yes
GLE,2025,Global,Grey,Electric,75216,252,1,Yes
GLC,2023,Global,Grey,Petrol,71559,268,1,Yes
E-Class,2024,Global,White,Hybrid,51033,482,1,Yes
GLC,2023,Global,Grey,Electric,138355,390,1,Yes
GLB,2024,Global,White,Hybrid,65007,297,1,Yes
C-Class,2025,Global,Silver,Diesel,85042,500,1,No
E-Class,2020,Global,Red,Diesel,77572,222,1,Yes
C-Class,2023,Global,Blue,Petrol,59369,416,1,Yes
A-Class,2021,Global,Grey,Petrol,42460,407,1,No
GLE,2020,Global,Brown,Petrol,71362,425,1,Yes
CLA,2024,Global,Black,Petrol,63983,358,1,Yes
GLC,2023,Global,White,Hybrid,123656,424,1,No
G-Class,2023,Global,Grey,Electric,343172,549,1,Yes
GLE,2025,Global,Blue,Hybrid,119313,252,1,Yes
GLA,2022,Global,Black,Diesel,92903,218,1,Yes
GLC,2024,Global,Silver,Petrol,132363,313,1,Yes
GLC,2020,Global,White,Petrol,149354,360,1,Yes
GLA,2025,Global,Blue,Electric,92527,207,1,Yes
GLE,2021,Global,Grey,Diesel,81426,354,1,Yes
GLE,2024,Global,Red,Hybrid,122352,462,1,Yes
C-Class,2021,Global,Silver,Petrol,71668,362,1,Yes
A-Class,2020,Global,Black,Diesel,68238,354,1,Yes
CLA,2025,Global,White,Diesel,103130,310,1,Yes
A-Class,2023,Global,Red,Diesel,61461,351,1,No
G-Class,2020,Global,Silver,Diesel,162996,529,1,Yes
GLE,2021,Global,Black,Petrol,81484,320,1,Yes
GLE,2021,Global,Grey,Petrol,100240,378,1,Yes
G-Class,2024,Global,Brown,Hybrid,212224,527,1,Yes
CLS,2024,Global,White,Hybrid,89011,408,1,No
GLE,2023,Global,Black,Hybrid,136723,396,1,Yes
GLE,2022,Global,Grey,Diesel,72534,336,1,Yes
GLA,2020,Global,Silver,Petrol,36473,241,1,Yes
GLE,2020,Global,Grey,Petrol,107230,554,1,Yes
GLC,2025,Global,Grey,Electric,128775,340,1,No
GLA,2022,Global,Grey,Petrol,39874,249,1,Yes
S-Class,2020,Global,Grey,Petrol,255919,562,1,Yes
E-Class,2022,Global,Black,Hybrid,62414,488,1,Yes
GLE,2025,Global,Black,Diesel,73059,508,1,Yes
C-Class,2020,Global,Red,Diesel,47929,221,1,Yes
C-Class,2023,Global,Silver,Hybrid,46487,499,1,Yes
GLE,2025,Global,Silver,Electric,122364,438,1,No
G-Class,2023,Global,White,Hybrid,345394,522,1,Yes
E-Class,2025,Global,Black,Electric,97031,483,1,No
E-Class,2023,Global,Silver,Petrol,51752,393,1,Yes
GLC,2023,Global,Black,Petrol,148842,385,1,Yes
GLC,2022,Global,Black,Petrol,91930,398,1,Yes
A-Class,2025,Global,White,Hybrid,78592,166,1,Yes
A-Class,2021,Global,White,Petrol,85110,340,1,Yes
GLE,2020,Global,Black,Petrol,80159,383,1,Yes
GLE,2023,Global,White,Petrol,157156,365,1,Yes
GLC,2023,Global,Grey,Diesel,134018,260,1,No
GLS,2021,Global,Silver,Petrol,305523,555,1,Yes
GLC,2020,Global,Silver,Diesel,106390,396,1,Yes
GLC,2025,Global,Black,Petrol,170665,492,1,No
GLS,2024,Global,Red,Hybrid,365971,361,1,Yes
G-Class,2023,Global,White,Hybrid,176187,447,1,No
GLB,2021,Global,White,Petrol,74223,405,1,Yes
GLC,2022,Global,Black,Electric,65046,306,1,Yes
G-Class,2020,Global,Black,Petrol,185642,526,1,Yes
GLE,2025,Global,Black,Electric,76120,262,1,Yes
E-Class,2021,Global,Brown,Petrol,49286,334,1,Yes
E-Class,2021,Global,Silver,Diesel,73807,422,1,Yes
GLA,2023,Global,Red,Petrol,99430,216,1,No
C-Class,2022,Global,Silver,Diesel,94493,361,1,Yes
GLC,2025,Global,Silver,Diesel,135473,498,1,No
C-Class,2023,Global,White,Petrol,39251,396,1,Yes
GLE,2020,Global,Silver,Hybrid,89878,527,1,No
GLB,2021,Global,White,Petrol,55661,254,1,Yes
GLC,2024,Global,White,Petrol,74218,213,1,Yes
GLC,2022,Global,Black,Petrol,146661,354,1,Yes
GLA,2024,Global,Black,Petrol,94708,188,1,No
GLE,2023,Global,Green,Petrol,96088,417,1,Yes
GLA,2022,Global,Silver,Hybrid,75063,331,1,Yes
E-Class,2023,Global,Black,Hybrid,71115,280,1,Yes
GLC,2025,Global,Grey,Hybrid,136726,298,1,Yes
GLE,2025,Global,White,Hybrid,115732,499,1,No
GLE,2021,Global,Red,Diesel,147987,322,1,Yes
GLB,2023,Global,White,Petrol,58770,313,1,No
GLS,2024,Global,Grey,Electric,142807,545,1,Yes
GLB,2020,Global,Green,Petrol,38452,180,1,Yes
GLA,2024,Global,Black,Petrol,85626,212,1,Yes
GLC,2024,Global,White,Petrol,153389,388,1,Yes
A-Class,2025,Global,White,Hybrid,43545,274,1,Yes
GLC,2024,Global,Grey,Diesel,127022,308,1,Yes
GLA,2022,Global,Silver,Petrol,41228,237,1,Yes
GLB,2020,Global,Black,Diesel,51754,323,1,Yes
A-Class,2020,Global,Black,Petrol,45745,282,1,Yes
E-Class,2024,Global,White,Diesel,101600,603,1,No
A-Class,2022,Global,Blue,Petrol,57578,280,1,Yes
GLC,2023,Global,Red,Petrol,132015,447,1,Yes
GLA,2024,Global,Silver,Petrol,81219,218,1,No
GLB,2025,Global,Grey,Electric,48243,249,1,Yes
AMG GT,2024,Global,White,Petrol,335369,697,1,Yes
GLC,2020,Global,White,Petrol,88329,372,1,Yes
A-Class,2024,Global,Black,Diesel,60811,365,1,No
GLA,2024,Global,Silver,Petrol,101006,340,1,Yes
A-Class,2020,Global,Grey,Diesel,43368,301,1,Yes
E-Class,2020,Global,Orange,Diesel,87179,202,1,Yes
GLC,2021,Global,Black,Petrol,80905,262,1,Yes
A-Class,2023,Global,White,Petrol,46295,393,1,No
GLA,2020,Global,Black,Petrol,63205,316,1,Yes
GLA,2022,Global,Grey,Diesel,85124,385,1,Yes
GLA,2025,Global,Grey,Diesel,102872,380,1,Yes
GLE,2024,Global,White,Petrol,106992,377,1,No
GLB,2024,Global,Blue,Petrol,94368,184,1,Yes
A-Class,2024,Global,Grey,Petrol,77299,173,1,Yes
E-Class,2023,Global,Grey,Hybrid,69598,338,1,No
GLC,2025,Global,Black,Hybrid,145993,224,1,Yes
GLE,2025,Global,Silver,Electric,175216,319,1,Yes
GLA,2020,Global,White,Petrol,42988,346,1,Yes
A-Class,2024,Global,Red,Hybrid,99444,251,1,Yes
C-Class,2020,Global,Silver,Petrol,64632,432,1,Yes
GLA,2025,Global,Silver,Petrol,58096,297,1,Yes
GLC,2021,Global,Grey,Diesel,77244,294,1,Yes
AMG GT,2021,Global,Green,Electric,278287,524,1,Yes
GLA,2024,Global,Black,Petrol,48427,204,1,Yes
A-Class,2025,Global,Grey,Electric,101971,385,1,Yes
C-Class,2025,Global,Silver,Diesel,66623,430,1,Yes
GLA,2021,Global,Yellow,Petrol,74391,371,1,No
A-Class,2024,Global,Silver,Hybrid,46831,238,1,Yes
GLB,2022,Global,Yellow,Petrol,74326,304,1,Yes
GLA,2025,Global,Grey,Electric,70958,380,1,No
GLC,2020,Global,Red,Petrol,135383,376,1,Yes
C-Class,2025,Global,Orange,Hybrid,56066,337,1,Yes
CLS,2023,Global,Silver,Hybrid,63573,486,1,Yes
C-Class,2024,Global,Red,Electric,62666,394,1,Yes
A-Class,2023,Global,Grey,Hybrid,71175,265,1,Yes
A-Class,2024,Global,Black,Hybrid,62987,354,1,Yes
GLC,2023,Global,Grey,Petrol,83926,214,1,Yes
AMG E 63,2024,Global,Black,Diesel,275960,607,1,Yes
GLE,2023,Global,Blue,Hybrid,94224,381,1,Yes
C-Class,2021,Global,Orange,Petrol,49596,319,1,Yes
GLC,2022,Global,Brown,Diesel,67294,353,1,Yes
E-Class,2024,Global,Grey,Petrol,70694,370,1,Yes
GLC,2020,Global,Blue,Petrol,80085,454,1,Yes
C-Class,2025,Global,White,Petrol,101261,241,1,Yes
GLB,2021,Global,White,Petrol,55737,265,1,Yes
E-Class,2024,Global,Grey,Hybrid,84365,263,1,No
E-Class,2025,Global,Grey,Diesel,98660,379,1,Yes
E-Class,2024,Global,Black,Diesel,59437,403,1,Yes
C-Class,2025,Global,White,Petrol,55767,494,1,Yes
GLB,2025,Global,White,Electric,100255,393,1,Yes
GLE,2024,Global,Black,Electric,77272,260,1,Yes
GLA,2025,Global,Black,Electric,99876,185,1,Yes
S-Class,2023,Global,Black,Electric,385735,702,1,Yes
GLE,2021,Global,Black,Hybrid,82127,412,1,No
GLA,2024,Global,White,Hybrid,45650,212,1,Yes
GLE,2021,Global,Black,Petrol,108997,281,1,Yes
CLA,2024,Global,Grey,Petrol,97672,245,1,Yes
GLC,2021,Global,Grey,Petrol,70278,423,1,Yes
E-Class,2023,Global,Green,Petrol,75195,518,1,Yes
GLE,2022,Global,White,Petrol,70575,459,1,Yes
C-Class,2020,Global,Silver,Petrol,68607,470,1,Yes
GLC,2023,Global,Silver,Hybrid,98305,303,1,Yes
GLA,2022,Global,Grey,Diesel,72992,389,1,No
C-Class,2024,Global,Silver,Diesel,50074,470,1,Yes
AMG A 45,2023,Global,Silver,Petrol,140388,419,1,Yes
C-Class,2023,Global,Silver,Hybrid,65695,252,1,Yes
A-Class,2021,Global,White,Diesel,56784,181,1,Yes
GLA,2020,Global,Black,Petrol,60614,194,1,Yes
GLC,2021,Global,Grey,Petrol,102728,282,1,Yes
A-Class,2025,Global,White,Hybrid,53886,399,1,Yes
GLC,2023,Global,Grey,Hybrid,98186,350,1,Yes
GLC,2023,Global,White,Petrol,154803,426,1,Yes
GLS,2020,Global,Silver,Petrol,153092,572,1,Yes
GLE,2025,Global,Silver,Petrol,74305,536,1,Yes
C-Class,2020,Global,Silver,Diesel,66233,235,1,Yes
A-Class,2025,Global,Black,Electric,51053,197,1,Yes
GLA,2024,Global,Silver,Petrol,63166,235,1,No
GLC,2020,Global,Blue,Petrol,133944,234,1,No
GLS,2021,Global,Black,Hybrid,255034,490,1,No
E-Class,2025,Global,White,Electric,53678,473,1,Yes
C-Class,2022,Global,Grey,Diesel,59376,435,1,Yes
C-Class,2024,Global,Orange,Hybrid,67950,371,1,No
A-Class,2024,Global,Grey,Petrol,99023,296,1,Yes
E-Class,2020,Global,Red,Petrol,42749,482,1,Yes
CLA,2021,Global,Black,Petrol,65048,221,1,No
G-Class,2024,Global,Black,Electric,329597,575,1,Yes
GLE,2021,Global,White,Diesel,92891,316,1,No
C-Class,2021,Global,Black,Diesel,64652,420,1,Yes
A-Class,2021,Global,White,Petrol,58306,305,1,Yes
CLS,2023,Global,Black,Diesel,43560,407,1,Yes
S-Class,2021,Global,Black,Petrol,327984,681,1,No
C-Class,2020,Global,Blue,Diesel,70786,365,1,Yes
GLE,2023,Global,Green,Diesel,69952,328,1,Yes
GLE,2023,Global,Grey,Hybrid,132951,581,1,No
GLA,2021,Global,Black,Petrol,76259,241,1,Yes
CLA,2021,Global,Blue,Petrol,38503,399,1,Yes
AMG E 63,2023,Global,Black,Petrol,182321,609,1,Yes
GLC,2022,Global,Black,Petrol,72237,251,1,Yes
GLC,2022,Global,Silver,Petrol,68394,309,1,No
C-Class,2020,Global,Black,Diesel,38386,406,1,Yes
E-Class,2023,Global,Black,Petrol,93400,230,1,Yes
G-Class,2020,Global,Black,Petrol,345528,524,1,No
A-Class,2022,Global,Black,Petrol,72208,374,1,Yes
GLB,2020,Global,White,Petrol,81893,251,1,Yes
CLS,2025,Global,Grey,Petrol,68657,377,1,Yes
GLE,2024,Global,Black,Hybrid,89720,402,1,Yes
C-Class,2021,Global,Silver,Petrol,52347,429,1,Yes
AMG C 63,2024,Global,White,Hybrid,383108,485,1,Yes
C-Class,2024,Global,Silver,Hybrid,91382,421,1,Yes
GLB,2025,Global,Red,Electric,60626,190,1,Yes
GLE,2025,Global,Silver,Hybrid,171427,550,1,Yes
GLS,2022,Global,Blue,Diesel,242418,476,1,Yes
CLS,2022,Global,Grey,Petrol,84703,345,1,Yes
GLA,2022,Global,Grey,Diesel,63920,307,1,Yes
GLE,2022,Global,Silver,Petrol,85266,571,1,Yes
A-Class,2021,Global,Grey,Petrol,52622,216,1,Yes
E-Class,2025,Global,Grey,Electric,76625,541,1,Yes
S-Class,2022,Global,Black,Diesel,183794,578,1,Yes
A-Class,2021,Global,White,Petrol,80986,184,1,Yes
GLE,2021,Global,Grey,Diesel,69992,561,1,Yes
GLE,2023,Global,Grey,Diesel,114213,527,1,Yes
E-Class,2022,Global,Brown,Hybrid,78386,529,1,No
A-Class,2024,Global,Red,Hybrid,58774,360,1,Yes
GLE,2022,Global,Silver,Petrol,71767,558,1,Yes
A-Class,2024,Global,White,Petrol,100688,161,1,Yes
GLE,2024,Global,Silver,Diesel,112324,520,1,Yes
S-Class,2021,Global,Black,Petrol,213462,376,1,Yes
E-Class,2020,Global,Grey,Petrol,41093,539,1,Yes
C-Class,2023,Global,Silver,Petrol,66496,372,1,Yes
GLA,2023,Global,White,Diesel,38952,420,1,Yes
C-Class,2023,Global,White,Hybrid,99322,456,1,Yes
C-Class,2021,Global,Black,Diesel,39275,385,1,Yes
GLE,2023,Global,Silver,Petrol,154221,420,1,Yes
GLC,2021,Global,Silver,Diesel,72730,293,1,Yes
GLC,2024,Global,White,Diesel,162917,469,1,Yes
GLB,2023,Global,White,Petrol,82505,339,1,Yes
GLB,2024,Global,Black,Petrol,67546,271,1,Yes
GLE,2021,Global,Red,Petrol,90696,477,1,Yes
GLA,2020,Global,Grey,Petrol,64319,215,1,Yes
GLA,2023,Global,Red,Petrol,63755,226,1,Yes
GLE,2024,Global,White,Diesel,139635,595,1,Yes
A-Class,2020,Global,Blue,Petrol,69295,284,1,No
GLE,2021,Global,Grey,Petrol,75276,587,1,No
GLA,2023,Global,Grey,Petrol,40797,198,1,Yes
C-Class,2024,Global,Blue,Hybrid,94747,311,1,Yes
GLB,2025,Global,Black,Diesel,53753,178,1,Yes
GLS,2025,Global,Red,Hybrid,157525,568,1,Yes
GLS,2020,Global,Black,Petrol,221114,438,1,Yes
GLC,2021,Global,Grey,Hybrid,130449,313,1,Yes
E-Class,2025,Global,Yellow,Hybrid,43242,234,1,Yes
GLC,2020,Global,White,Petrol,144375,292,1,No
A-Class,2023,Global,Black,Diesel,80228,414,1,Yes
GLB,2022,Global,Black,Diesel,85112,288,1,Yes
GLC,2020,Global,Red,Diesel,94709,318,1,No
S-Class,2023,Global,Green,Diesel,334933,726,1,Yes
A-Class,2025,Global,White,Hybrid,104770,282,1,Yes
E-Class,2023,Global,Blue,Diesel,50395,555,1,Yes
GLA,2023,Global,Black,Diesel,83231,325,1,Yes
GLB,2021,Global,Grey,Petrol,72069,239,1,Yes
GLE,2025,Global,White,Hybrid,115009,418,1,Yes
C-Class,2022,Global,Silver,Diesel,70407,318,1,Yes
GLE,2021,Global,Grey,Petrol,110990,364,1,No
C-Class,2024,Global,Black,Hybrid,89692,357,1,Yes
GLA,2025,Global,Silver,Electric,67774,239,1,Yes
GLC,2021,Global,Grey,Petrol,144487,249,1,Yes
GLE,2021,Global,Black,Petrol,154552,262,1,Yes
CLA,2024,Global,Green,Hybrid,74976,225,1,Yes
E-Class,2020,Global,Grey,Petrol,81958,294,1,Yes
GLA,2025,Global,Black,Petrol,85564,378,1,Yes
A-Class,2020,Global,Black,Hybrid,61614,416,1,Yes
GLE,2021,Global,White,Diesel,152653,423,1,Yes
A-Class,2022,Global,Black,Hybrid,89327,171,1,No
GLB,2022,Global,White,Diesel,42863,279,1,Yes
GLB,2022,Global,Black,Diesel,54516,412,1,Yes
C-Class,2023,Global,Blue,Diesel,52867,223,1,Yes
E-Class,2023,Global,Grey,Petrol,40444,483,1,Yes
A-Class,2024,Global,Blue,Diesel,84431,289,1,Yes
S-Class,2022,Global,Grey,Hybrid,327418,428,1,Yes
